品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
さけ,2342,1kg,2160,0,1944,ﾉﾙｳｪｰ  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
養成ふぐ,234,1kg,3780,0,1080,香川  長崎  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
たこ,162,1kg,3900,0,1600,宮城  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
かに,68,1kg,7170,0,1500,兵庫  島根  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
はまぐり,240,1kg,1944,0,756,千葉  中国  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
あさり,761,1kg,1728,0,486,中国  熊本  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
かき,2610,1kg,3600,0,670,広島  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
冷凍もんごいか,0,0,0,0,0,,令和5年1月16日（月）,suiexcel-8 (9).xlsx
冷凍たこ,0,0,0,0,0,,令和5年1月16日（月）,suiexcel-8 (9).xlsx
冷凍えび,2203,1kg,5400,3780,2160,ｲﾝﾄﾞ  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
塩さば,2550,1kg,1000,0,490,ﾉﾙｳｪｰ  国産  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
塩さけ,2962,1kg,3130,0,280,ﾁﾘ  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
塩すけそうこ,84,1kg,2780,0,2000,ﾛｼｱ  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
塩いわし,710,1kg,500,500,500,宮城  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
開干あじ,351,1kg,1944,0,1404,長崎  国産  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
若干かれい,127,1kg,1620,0,864,島根  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
ちりめん,210,1kg,3564,3564,3564,広島  兵庫  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
茹かに,0,0,0,0,0,,令和5年1月16日（月）,suiexcel-8 (9).xlsx
かますごかまあげ,159,1kg,1080,0,864,香川  他,令和5年1月16日（月）,suiexcel-8 (9).xlsx
くろまぐろ,200,1kg,3888,3780,3672,長崎  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
きわだ,1078,1kg,3400,0,1200,和歌山  沖縄  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
あじ,637,1kg,270,0,162,長崎  兵庫  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
さば,1829,1kg,432,0,324,愛媛  ﾉﾙｳｪｰ  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
まいわし,2490,1kg,324,0,216,宮城  静岡  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
養成ぶり,1192,1kg,1620,0,1512,大分  愛媛  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
養成まだい,1069,1kg,1300,0,670,愛媛  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
さごし,94,1kg,1188,0,972,京都  富山  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
養成はまち,213,1kg,1710,0,1350,高知  徳島  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
養成かんぱち,790,1kg,2106,0,1728,愛媛  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
するめいか,230,1kg,1300,0,1020,富山  宮城  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
さけ,1280,1kg,1836,0,1728,ﾉﾙｳｪｰ  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
養成ふぐ,162,1kg,4000,0,2200,長崎  香川  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
たこ,131,1kg,3900,0,1500,宮城  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
かに,84,1kg,6000,0,1750,兵庫  島根  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
はまぐり,218,1kg,1944,0,972,千葉  中国  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
あさり,716,1kg,1728,0,486,中国  熊本  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
かき,3410,1kg,3600,0,630,広島  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
冷凍もんごいか,0,0,0,0,0,,令和5年1月17日（火）,suiexcel-9 (9).xlsx
冷凍たこ,466,1kg,1880,0,1340,ﾓｰﾘﾀﾆｱ  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
冷凍えび,2640,1kg,5400,3780,2160,ｲﾝﾄﾞ  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
塩さば,1892,1kg,756,648,540,国産  ﾉﾙｳｪｰ  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
塩さけ,548,1kg,1900,0,980,ﾁﾘ  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
塩すけそうこ,474,1kg,2570,0,950,ﾛｼｱ  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
塩いわし,230,1kg,700,700,700,宮城  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
開干あじ,472,1kg,1200,0,850,国産  長崎  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
若干かれい,123,1kg,1944,0,864,島根  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
ちりめん,229,1kg,5508,0,540,兵庫  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
茹かに,0,0,0,0,0,,令和5年1月17日（火）,suiexcel-9 (9).xlsx
かますごかまあげ,232,1kg,1100,0,830,香川  他,令和5年1月17日（火）,suiexcel-9 (9).xlsx
くろまぐろ,352,1kg,3996,3888,3726,長崎  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
きわだ,763,1kg,1944,1512,1080,和歌山  沖縄  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
あじ,1775,1kg,702,0,594,長崎  兵庫  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
さば,761,1kg,648,0,540,長崎  ﾉﾙｳｪｰ  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
まいわし,720,1kg,370,0,300,静岡  千葉  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
養成ぶり,933,1kg,2350,0,1300,愛媛  高知  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
養成まだい,4255,1kg,1350,0,540,愛媛  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
さごし,140,1kg,972,0,756,福井  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
養成はまち,359,1kg,1750,0,1350,高知  徳島  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
養成かんぱち,1184,1kg,2330,0,1550,愛媛  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
するめいか,803,1kg,1080,0,972,宮城  富山  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
さけ,1073,1kg,2052,0,1836,ﾉﾙｳｪｰ  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
養成ふぐ,402,1kg,3780,0,1080,香川  長崎  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
たこ,181,1kg,3900,0,1200,宮城  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
かに,116,1kg,6000,0,1000,兵庫  島根  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
はまぐり,275,1kg,1944,0,1080,千葉  中国  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
あさり,799,1kg,1728,0,432,中国  熊本  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
かき,2931,1kg,3600,0,700,広島  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
冷凍もんごいか,11,1kg,1300,1300,1300,青森  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
冷凍たこ,0,0,0,0,0,,令和5年1月19日（木）,suiexcel-10 (9).xlsx
冷凍えび,2453,1kg,5400,3780,2160,ｲﾝﾄﾞ  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
塩さば,1446,1kg,760,0,480,ﾉﾙｳｪｰ  国産  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
塩さけ,4440,1kg,1550,0,450,ﾁﾘ  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
塩すけそうこ,46,1kg,2780,0,2570,ﾛｼｱ  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
塩いわし,530,1kg,660,0,470,宮城  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
開干あじ,227,1kg,2160,0,1404,長崎  国産  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
若干かれい,131,1kg,1944,0,864,兵庫  島根  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
ちりめん,655,1kg,3672,0,1620,兵庫  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
茹かに,50,1kg,5400,0,4320,兵庫  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
かますごかまあげ,142,1kg,1188,0,972,香川  他,令和5年1月19日（木）,suiexcel-10 (9).xlsx
くろまぐろ,445,1kg,4104,3888,3672,長崎  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
きわだ,684,1kg,3400,0,1400,和歌山  沖縄  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
あじ,643,1kg,1400,0,300,兵庫  長崎  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
さば,1284,1kg,648,0,540,鳥取  ﾉﾙｳｪｰ  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
まいわし,1913,1kg,432,0,324,宮城  静岡  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
養成ぶり,1137,1kg,1620,0,1512,大分  愛媛  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
養成まだい,3932,1kg,1350,0,540,愛媛  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
さごし,272,1kg,972,0,756,福井  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
養成はまち,307,1kg,1760,0,1250,高知  徳島  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
養成かんぱち,908,1kg,2106,0,1728,愛媛  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
するめいか,685,1kg,864,0,756,宮城  富山  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
さけ,1501,1kg,2500,0,1000,ﾉﾙｳｪｰ  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
養成ふぐ,667,1kg,4200,0,2300,長崎  熊本  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
たこ,140,1kg,3900,0,1800,兵庫  宮城  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
かに,76,1kg,7560,0,7344,島根  兵庫  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
はまぐり,240,1kg,1944,0,972,千葉  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
あさり,449,1kg,1620,0,432,中国  熊本  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
かき,2763,1kg,3600,0,630,広島  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
冷凍もんごいか,0,0,0,0,0,,令和5年1月20日（金）,suiexcel-11 (9).xlsx
冷凍たこ,0,0,0,0,0,,令和5年1月20日（金）,suiexcel-11 (9).xlsx
冷凍えび,2816,1kg,5400,3780,2160,ｲﾝﾄﾞ  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
塩さば,2066,1kg,1000,0,440,ﾉﾙｳｪｰ  国産  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
塩さけ,1619,1kg,1500,0,900,ﾁﾘ  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
塩すけそうこ,86,1kg,2250,0,2190,ﾛｼｱ  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
塩いわし,3350,1kg,800,0,480,宮城  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
開干あじ,424,1kg,1200,0,950,国産  長崎  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
若干かれい,117,1kg,1944,0,864,島根  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
ちりめん,125,1kg,4320,0,3780,兵庫  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
茹かに,50,1kg,6480,0,4320,兵庫  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
かますごかまあげ,100,1kg,1188,0,864,香川  他,令和5年1月20日（金）,suiexcel-11 (9).xlsx
くろまぐろ,464,1kg,3996,3780,3672,長崎  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
きわだ,952,1kg,1944,1512,756,和歌山  沖縄  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
あじ,680,1kg,1270,0,330,兵庫  大分  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
さば,2903,1kg,540,0,432,鳥取  ﾉﾙｳｪｰ  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
まいわし,800,1kg,550,0,270,静岡  千葉  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
養成ぶり,3674,1kg,1620,0,1512,大分  愛媛  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
養成まだい,3735,1kg,1250,0,830,愛媛  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
さごし,0,0,0,0,0,,令和5年1月23日（月）,suiexcel-12 (9).xlsx
養成はまち,450,1kg,1700,0,1250,高知  徳島  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
養成かんぱち,1183,1kg,1850,0,1550,愛媛  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
するめいか,671,1kg,1080,0,972,宮城  富山  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
さけ,1831,1kg,1944,0,1728,ﾉﾙｳｪｰ  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
養成ふぐ,408,1kg,4000,0,2400,長崎  熊本  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
たこ,168,1kg,3900,0,1200,千葉  宮城  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
かに,145,1kg,7170,0,1750,兵庫  島根  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
はまぐり,309,1kg,1944,0,864,千葉  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
あさり,698,1kg,1728,0,486,中国  熊本  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
かき,2464,1kg,3600,0,700,広島  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
冷凍もんごいか,0,0,0,0,0,,令和5年1月23日（月）,suiexcel-12 (9).xlsx
冷凍たこ,480,1kg,150,150,150,ﾓｰﾘﾀﾆｱ  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
冷凍えび,2746,1kg,5400,3780,2160,ｲﾝﾄﾞ  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
塩さば,774,1kg,880,0,490,ﾉﾙｳｪｰ  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
塩さけ,1285,1kg,2000,0,520,ﾁﾘ  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
塩すけそうこ,768,1kg,972,972,972,ﾛｼｱ  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
塩いわし,1000,1kg,660,660,660,宮城  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
開干あじ,481,1kg,2160,0,1404,長崎  国産  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
若干かれい,100,1kg,2160,0,864,島根  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
ちりめん,66,1kg,3850,0,1600,兵庫  徳島  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
茹かに,50,1kg,4320,0,3240,兵庫  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
かますごかまあげ,98,1kg,1188,0,972,香川  他,令和5年1月23日（月）,suiexcel-12 (9).xlsx
くろまぐろ,830,1kg,3996,3888,3726,長崎  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
きわだ,1030,1kg,1836,1296,756,和歌山  沖縄  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
あじ,1323,1kg,756,0,648,和歌山  兵庫  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
さば,1993,1kg,540,0,432,鹿児島  ﾉﾙｳｪｰ  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
まいわし,2618,1kg,378,0,270,千葉  静岡  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
養成ぶり,2500,1kg,1620,0,1512,大分  愛媛  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
養成まだい,4693,1kg,1350,0,540,愛媛  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
さごし,362,1kg,1080,0,864,福井  富山  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
養成はまち,321,1kg,1700,0,1050,高知  徳島  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
養成かんぱち,1372,1kg,2106,0,1728,愛媛  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
するめいか,1082,1kg,1188,0,1080,宮城  富山  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
さけ,1767,1kg,2268,0,2052,ﾉﾙｳｪｰ  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
養成ふぐ,444,1kg,18200,0,1600,長崎  香川  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
たこ,181,1kg,2700,0,1500,宮城  千葉  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
かに,94,1kg,30000,0,1500,兵庫  島根  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
はまぐり,290,1kg,2052,0,1080,千葉  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
あさり,638,1kg,1728,0,432,中国  熊本  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
かき,4406,1kg,3600,0,200,広島  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
冷凍もんごいか,50,1kg,1188,1188,1188,ﾓﾛｯｺ  青森  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
冷凍たこ,4,1kg,1100,1100,1100,ﾓｰﾘﾀﾆｱ  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
冷凍えび,2599,1kg,5400,3780,2160,ｲﾝﾄﾞ  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
塩さば,1858,1kg,540,0,480,ﾉﾙｳｪｰ  国産  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
塩さけ,3556,1kg,1550,0,450,ﾁﾘ  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
塩すけそうこ,165,1kg,2250,0,980,ﾛｼｱ  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
塩いわし,1180,1kg,500,0,480,宮城  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
開干あじ,249,1kg,1200,0,850,国産  長崎  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
若干かれい,113,1kg,2160,0,1080,島根  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
ちりめん,336,1kg,4320,0,3780,兵庫  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
茹かに,0,0,0,0,0,,令和5年1月28日（土）,suiexcel-13 (9).xlsx
かますごかまあげ,136,1kg,1188,0,972,香川  他,令和5年1月28日（土）,suiexcel-13 (9).xlsx
くろまぐろ,597,1kg,3996,3888,3726,長崎  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
きわだ,689,1kg,1728,1512,1296,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
あじ,2175,1kg,486,0,378,長崎  兵庫  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
さば,1605,1kg,648,0,540,鳥取  ﾉﾙｳｪｰ  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
まいわし,1324,1kg,324,0,216,静岡  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
養成ぶり,1891,1kg,1620,0,1512,大分  愛媛  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
養成まだい,4037,1kg,1250,0,860,愛媛  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
さごし,376,1kg,1112,0,896,福井  富山  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
養成はまち,407,1kg,1860,0,1070,高知  徳島  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
養成かんぱち,1085,1kg,1850,0,1550,愛媛  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
するめいか,524,1kg,1134,0,1026,長崎  富山  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
さけ,1816,1kg,2160,0,1944,ﾉﾙｳｪｰ  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
養成ふぐ,220,1kg,4000,0,2400,長崎  香川  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
たこ,155,1kg,3900,0,630,千葉  宮城  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
かに,62,1kg,7170,0,3000,兵庫  島根  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
はまぐり,308,1kg,2052,0,1080,千葉  中国  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
あさり,791,1kg,1728,0,432,中国  熊本  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
かき,2754,1kg,3540,0,700,広島  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
冷凍もんごいか,436,1kg,1188,1188,1188,ﾓﾛｯｺ  青森  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
冷凍たこ,20,1kg,1100,1100,1100,ﾓｰﾘﾀﾆｱ  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
冷凍えび,2567,1kg,5400,3780,2160,ｲﾝﾄﾞ  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
塩さば,976,1kg,756,648,540,国産  ﾉﾙｳｪｰ  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
塩さけ,517,1kg,1450,0,450,ﾁﾘ  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
塩すけそうこ,451,1kg,2780,0,950,ﾛｼｱ  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
塩いわし,860,1kg,660,0,470,宮城  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
開干あじ,136,1kg,2160,0,1404,長崎  国産  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
若干かれい,109,1kg,1404,0,1080,兵庫  島根  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
ちりめん,155,1kg,2754,0,2430,高知  兵庫  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
茹かに,0,0,0,0,0,,令和5年1月30日（月）,suiexcel-14 (8).xlsx
かますごかまあげ,118,1kg,1188,0,972,香川  他,令和5年1月30日（月）,suiexcel-14 (8).xlsx
くろまぐろ,300,1kg,3996,3888,3780,長崎  他,令和5年1月31日（火）,suiexcel-15 (6).xlsx
きわだ,464,1kg,3200,0,1450,和歌山  沖縄  他,令和5年1月31日（火）,suiexcel-15 (6).xlsx
あじ,579,1kg,702,0,594,和歌山  兵庫  他,令和5年1月31日（火）,suiexcel-15 (6).xlsx
さば,1058,1kg,2000,0,400,ﾉﾙｳｪｰ  宮崎  他,令和5年1月31日（火）,suiexcel-15 (6).xlsx
まいわし,1281,1kg,378,0,270,千葉  静岡  他,令和5年1月31日（火）,suiexcel-15 (6).xlsx
養成ぶり,1570,1kg,1620,0,1512,大分  愛媛  他,令和5年1月31日（火）,suiexcel-15 (6).xlsx
養成まだい,3013,1kg,1350,0,540,愛媛  他,令和5年1月31日（火）,suiexcel-15 (6).xlsx
さごし,222,1kg,972,0,756,京都  富山  他,令和5年1月31日（火）,suiexcel-15 (6).xlsx
養成はまち,290,1kg,1910,0,1550,高知  徳島  他,令和5年1月31日（火）,suiexcel-15 (6).xlsx
養成かんぱち,891,1kg,2106,0,1728,愛媛  他,令和5年1月31日（火）,suiexcel-15 (6).xlsx
