品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
たちうお,198,1kg,4428,0,4212,鹿児島  兵庫  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
たこ,218,1kg,2700,0,1950,香川  兵庫  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
あさり,503,1kg,1296,0,486,愛知  熊本  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
養成うなぎ,80,1kg,6156,0,4050,愛知  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
冷凍もんごいか,41,1kg,972,0,918,ﾓﾛｯｺ  ﾌｨﾘﾋﾟﾝ  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
冷凍たこ,171,1kg,1530,1530,1530,ﾓｰﾘﾀﾆｱ  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
冷凍えび,1284,1kg,2700,1944,1080,ｲﾝﾄﾞ  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
塩さば,1440,1kg,648,486,324,国産  ﾉﾙｳｪｰ  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
塩さけ,2189,1kg,2220,0,250,ﾁﾘ  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
塩すけそうこ,149,1kg,2250,0,180,ｱﾒﾘｶ  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
塩さんま,0,0,0,0,0,,令和4年8月26日（金）,suiexcel-13 (4).xlsx
開干さんま,200,1kg,2160,0,1404,北海道  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
開干あじ,676,1kg,1050,0,300,長崎  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
若干かれい,308,1kg,2250,0,2000,島根  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
ちりめん,1802,1kg,1580,0,900,愛知  兵庫  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
なまりぶし,68,1kg,1728,0,864,静岡  他,令和4年8月26日（金）,suiexcel-13 (4).xlsx
くろまぐろ,600,1Kg,3726,3618,3564,長崎  他,令和4年9月1日（木）,suiexcel (104).xls
きわだ,929,1kg,2600,0,1200,沖縄  宮崎  他,令和4年9月1日（木）,suiexcel (104).xls
あじ,1859,1kg,3600,0,180,三重  宮城  他,令和4年9月1日（木）,suiexcel (104).xls
さば,2991,1Kg,540,0,432,長崎  鹿児島  他,令和4年9月1日（木）,suiexcel (104).xls
まいわし,2288,1Kg,216,0,108,千葉  愛知  他,令和4年9月1日（木）,suiexcel (104).xls
さんま,1732,1kg,2250,0,700,北海道  他,令和4年9月1日（木）,suiexcel (104).xls
養成ぶり,195,1Kg,1188,0,1080,高知  熊本  他,令和4年9月1日（木）,suiexcel (104).xls
かつお,2374,1Kg,648,0,432,高知  京都  他,令和4年9月1日（木）,suiexcel (104).xls
養成まだい,4359,1Kg,1350,0,540,高知  和歌山  他,令和4年9月1日（木）,suiexcel (104).xls
かれい,765,1Kg,540,0,324,北海道  石川  他,令和4年9月1日（木）,suiexcel (104).xls
養成はまち,399,1kg,1700,0,1500,高知  徳島  他,令和4年9月1日（木）,suiexcel (104).xls
養成かんぱち,1118,1Kg,1998,0,1728,愛媛  鹿児島  他,令和4年9月1日（木）,suiexcel (104).xls
するめいか,1995,1Kg,972,0,856,青森  他,令和4年9月1日（木）,suiexcel (104).xls
さけ,5928,1kg,2400,0,960,愛媛  他,令和4年9月1日（木）,suiexcel (104).xls
たちうお,320,1Kg,1728,0,1512,宮城  他,令和4年9月1日（木）,suiexcel (104).xls
たこ,166,1kg,2800,0,1950,香川  兵庫  他,令和4年9月1日（木）,suiexcel (104).xls
はまぐり,165,1Kg,2052,0,1080,千葉  愛知  他,令和4年9月1日（木）,suiexcel (104).xls
あさり,576,1Kg,1512,0,486,韓国  熊本  他,令和4年9月1日（木）,suiexcel (104).xls
冷凍もんごいか,10,1Kg,972,918,840,ﾓﾛｯｺ  他,令和4年9月1日（木）,suiexcel (104).xls
冷凍たこ,10,1Kg,2376,2160,2052,ﾓﾛｯｺ  他,令和4年9月1日（木）,suiexcel (104).xls
冷凍えび,1412,1Kg,2700,2052,1296,ｲﾝﾄﾞ  他,令和4年9月1日（木）,suiexcel (104).xls
塩さば,12000,1kg,1050,0,400,ﾉﾙｳｪｰ  他,令和4年9月1日（木）,suiexcel (104).xls
塩さけ,6064,1kg,1550,0,1060,ﾛｼｱ  他,令和4年9月1日（木）,suiexcel (104).xls
塩すけそうこ,1726,1Kg,1836,0,1836,ﾛｼｱ  他,令和4年9月1日（木）,suiexcel (104).xls
塩さんま,750,1kg,1120,1120,1120,北海道  他,令和4年9月1日（木）,suiexcel (104).xls
開干さんま,303,1Kg,2160,0,1404,北海道  他,令和4年9月1日（木）,suiexcel (104).xls
開干あじ,686,1Kg,1944,0,1404,長崎  他,令和4年9月1日（木）,suiexcel (104).xls
若干かれい,213,1Kg,2160,0,864,島根  北海道  他,令和4年9月1日（木）,suiexcel (104).xls
ちりめん,560,1Kg,2322,0,939,兵庫  他,令和4年9月1日（木）,suiexcel (104).xls
茹たこ,100,1Kg,1080,0,648,ナミビア  他,令和4年9月1日（木）,suiexcel (104).xls
くろまぐろ,706,1Kg,3726,3618,3564,長崎  他,令和4年9月2日（金）,suiexcel-1 (56).xls
きわだ,844,1kg,2320,0,1450,宮崎  沖縄  他,令和4年9月2日（金）,suiexcel-1 (56).xls
あじ,964,1kg,4200,0,200,三重  長崎  他,令和4年9月2日（金）,suiexcel-1 (56).xls
さば,1571,1Kg,432,0,324,青森  鹿児島  他,令和4年9月2日（金）,suiexcel-1 (56).xls
まいわし,784,1Kg,432,0,324,千葉  愛知  他,令和4年9月2日（金）,suiexcel-1 (56).xls
さんま,298,1kg,1750,0,1180,北海道  他,令和4年9月2日（金）,suiexcel-1 (56).xls
養成ぶり,258,1Kg,1188,0,1080,高知  熊本  他,令和4年9月2日（金）,suiexcel-1 (56).xls
かつお,1190,1Kg,756,0,540,鹿児島  京都  他,令和4年9月2日（金）,suiexcel-1 (56).xls
養成まだい,2259,1kg,1150,0,500,高知  和歌山  他,令和4年9月2日（金）,suiexcel-1 (56).xls
かれい,378,1Kg,648,0,432,北海道  石川  他,令和4年9月2日（金）,suiexcel-1 (56).xls
養成はまち,385,1kg,1700,0,1500,高知  他,令和4年9月2日（金）,suiexcel-1 (56).xls
養成かんぱち,1030,1Kg,1998,0,1728,鹿児島  他,令和4年9月2日（金）,suiexcel-1 (56).xls
するめいか,474,1Kg,1080,0,972,青森  長崎  他,令和4年9月2日（金）,suiexcel-1 (56).xls
さけ,1921,1kg,2400,0,960,三重  ﾉﾙｳｪｰ  他,令和4年9月2日（金）,suiexcel-1 (56).xls
たちうお,90,1Kg,2160,0,1944,宮城  他,令和4年9月2日（金）,suiexcel-1 (56).xls
たこ,122,1kg,2700,0,1700,香川  他,令和4年9月2日（金）,suiexcel-1 (56).xls
はまぐり,122,1Kg,1944,0,1080,千葉  愛知  他,令和4年9月2日（金）,suiexcel-1 (56).xls
あさり,675,1Kg,1296,0,270,愛知  熊本  他,令和4年9月2日（金）,suiexcel-1 (56).xls
冷凍もんごいか,10,1Kg,972,918,840,ﾓﾛｯｺ  他,令和4年9月2日（金）,suiexcel-1 (56).xls
冷凍たこ,10,1Kg,2376,2160,2052,ﾓﾛｯｺ  他,令和4年9月2日（金）,suiexcel-1 (56).xls
冷凍えび,1407,1Kg,2700,2052,1296,ｲﾝﾄﾞ  他,令和4年9月2日（金）,suiexcel-1 (56).xls
塩さば,2840,1Kg,648,486,324,ﾉﾙｳｪｰ  他,令和4年9月2日（金）,suiexcel-1 (56).xls
塩さけ,220,1kg,1960,0,1950,ﾛｼｱ  他,令和4年9月2日（金）,suiexcel-1 (56).xls
塩すけそうこ,1071,1Kg,1836,1836,1836,ﾛｼｱ  他,令和4年9月2日（金）,suiexcel-1 (56).xls
塩さんま,83,1kg,1190,0,930,北海道  他,令和4年9月2日（金）,suiexcel-1 (56).xls
開干さんま,200,1Kg,2160,0,1404,北海道  他,令和4年9月2日（金）,suiexcel-1 (56).xls
開干あじ,260,1Kg,1944,0,1404,長崎  他,令和4年9月2日（金）,suiexcel-1 (56).xls
若干かれい,100,1Kg,1728,0,864,島根  他,令和4年9月2日（金）,suiexcel-1 (56).xls
ちりめん,420,1Kg,2160,0,864,兵庫  他,令和4年9月2日（金）,suiexcel-1 (56).xls
茹たこ,50,1Kg,1080,0,648,宮城  他,令和4年9月2日（金）,suiexcel-1 (56).xls
くろまぐろ,2563,1Kg,3726,3456,1782,長崎  他,令和4年9月24日（土）,suiexcel-2 (55).xls
きわだ,590,1kg,2600,0,300,ｲﾝﾄﾞﾈｼｱ  他,令和4年9月24日（土）,suiexcel-2 (55).xls
あじ,1881,1kg,4200,0,320,三重  宮城  他,令和4年9月24日（土）,suiexcel-2 (55).xls
さば,2380,1Kg,540,0,432,福井  他,令和4年9月24日（土）,suiexcel-2 (55).xls
まいわし,560,1Kg,702,0,594,北海道  愛知  他,令和4年9月24日（土）,suiexcel-2 (55).xls
さんま,9854,1Kg,972,0,864,北海道  他,令和4年9月24日（土）,suiexcel-2 (55).xls
養成ぶり,540,1Kg,1188,0,1080,高知  熊本  他,令和4年9月24日（土）,suiexcel-2 (55).xls
かつお,2947,1Kg,864,0,648,鹿児島  京都  他,令和4年9月24日（土）,suiexcel-2 (55).xls
養成まだい,7979,1Kg,1350,0,540,高知  愛媛  他,令和4年9月24日（土）,suiexcel-2 (55).xls
かれい,3328,1Kg,1404,0,1188,石川  他,令和4年9月24日（土）,suiexcel-2 (55).xls
養成はまち,603,1kg,1860,0,1500,高知  徳島  他,令和4年9月24日（土）,suiexcel-2 (55).xls
養成かんぱち,1842,1Kg,1998,0,1728,愛媛  鹿児島  他,令和4年9月24日（土）,suiexcel-2 (55).xls
するめいか,1060,1Kg,864,0,756,宮城  青森  他,令和4年9月24日（土）,suiexcel-2 (55).xls
さけ,12400,1Kg,1620,0,1404,北海道  三重  他,令和4年9月24日（土）,suiexcel-2 (55).xls
たちうお,315,1Kg,1728,0,1512,宮城  徳島  他,令和4年9月24日（土）,suiexcel-2 (55).xls
たこ,112,1kg,2700,0,1700,兵庫  他,令和4年9月24日（土）,suiexcel-2 (55).xls
はまぐり,215,1Kg,3024,0,1080,千葉  他,令和4年9月24日（土）,suiexcel-2 (55).xls
あさり,1049,1Kg,1296,0,486,韓国  熊本  他,令和4年9月24日（土）,suiexcel-2 (55).xls
冷凍もんごいか,22,1kg,1400,1400,1400,ﾓﾛｯｺ  他,令和4年9月24日（土）,suiexcel-2 (55).xls
冷凍たこ,10,1Kg,2376,2160,2052,ﾓﾛｯｺ  他,令和4年9月24日（土）,suiexcel-2 (55).xls
冷凍えび,1410,1Kg,2700,2052,1296,ｲﾝﾄﾞ  他,令和4年9月24日（土）,suiexcel-2 (55).xls
塩さば,1370,1kg,1230,0,410,ﾉﾙｳｪｰ  他,令和4年9月24日（土）,suiexcel-2 (55).xls
塩さけ,48,1kg,1550,0,1200,ﾛｼｱ  他,令和4年9月24日（土）,suiexcel-2 (55).xls
塩すけそうこ,743,1kg,2250,0,2170,ﾛｼｱ  他,令和4年9月24日（土）,suiexcel-2 (55).xls
塩さんま,275,1Kg,2160,0,1404,北海道  他,令和4年9月24日（土）,suiexcel-2 (55).xls
開干さんま,200,1Kg,2160,0,1404,北海道  他,令和4年9月24日（土）,suiexcel-2 (55).xls
開干あじ,556,1kg,950,0,300,長崎  他,令和4年9月24日（土）,suiexcel-2 (55).xls
若干かれい,200,1Kg,2160,0,864,島根  他,令和4年9月24日（土）,suiexcel-2 (55).xls
ちりめん,1165,1Kg,3240,0,1080,兵庫  他,令和4年9月24日（土）,suiexcel-2 (55).xls
茹たこ,100,1Kg,1512,0,648,ｾﾈｶﾞﾙ  他,令和4年9月24日（土）,suiexcel-2 (55).xls
くろまぐろ,645,1Kg,3672,3618,3564,和歌山  長崎  他,令和4年9月26日（月）,suiexcel-3 (55).xls
きわだ,909,1Kg,2700,2160,1620,ｲﾝﾄﾞﾈｼｱ  宮崎  他,令和4年9月26日（月）,suiexcel-3 (55).xls
あじ,874,1kg,3600,0,150,三重  長崎  他,令和4年9月26日（月）,suiexcel-3 (55).xls
さば,2230,1Kg,432,0,324,富山  鹿児島  他,令和4年9月26日（月）,suiexcel-3 (55).xls
まいわし,768,1Kg,432,0,324,三重  愛知  他,令和4年9月26日（月）,suiexcel-3 (55).xls
さんま,366,1Kg,756,0,648,北海道  他,令和4年9月26日（月）,suiexcel-3 (55).xls
養成ぶり,275,1Kg,1188,0,1080,高知  熊本  他,令和4年9月26日（月）,suiexcel-3 (55).xls
かつお,2225,1Kg,648,0,432,千葉  京都  他,令和4年9月26日（月）,suiexcel-3 (55).xls
養成まだい,3454,1kg,1200,0,450,高知  愛媛  他,令和4年9月26日（月）,suiexcel-3 (55).xls
かれい,967,1Kg,972,0,756,兵庫  石川  他,令和4年9月26日（月）,suiexcel-3 (55).xls
養成はまち,502,1kg,1750,0,1500,高知  他,令和4年9月26日（月）,suiexcel-3 (55).xls
養成かんぱち,1304,1kg,2140,0,1450,鹿児島  愛媛  他,令和4年9月26日（月）,suiexcel-3 (55).xls
するめいか,1080,1Kg,864,0,756,宮城  青森  他,令和4年9月26日（月）,suiexcel-3 (55).xls
さけ,5241,1Kg,1728,0,1512,北海道  三重  他,令和4年9月26日（月）,suiexcel-3 (55).xls
たちうお,140,1Kg,2268,0,2052,宮城  他,令和4年9月26日（月）,suiexcel-3 (55).xls
たこ,92,1kg,3900,0,2000,宮城  兵庫  他,令和4年9月26日（月）,suiexcel-3 (55).xls
はまぐり,150,1Kg,2916,0,1080,熊本  他,令和4年9月26日（月）,suiexcel-3 (55).xls
あさり,1193,1Kg,1296,0,486,韓国  熊本  他,令和4年9月26日（月）,suiexcel-3 (55).xls
冷凍もんごいか,60,1kg,3500,3500,3500,ﾓﾛｯｺ  他,令和4年9月26日（月）,suiexcel-3 (55).xls
冷凍たこ,10,1Kg,2376,2160,2052,ﾓﾛｯｺ  他,令和4年9月26日（月）,suiexcel-3 (55).xls
冷凍えび,1963,1Kg,2700,2052,1296,ｲﾝﾄﾞ  他,令和4年9月26日（月）,suiexcel-3 (55).xls
塩さば,1870,1Kg,648,540,432,ﾉﾙｳｪｰ  他,令和4年9月26日（月）,suiexcel-3 (55).xls
塩さけ,38,1kg,2080,0,1500,ﾛｼｱ  他,令和4年9月26日（月）,suiexcel-3 (55).xls
塩すけそうこ,165,1kg,2250,0,1350,ﾛｼｱ  他,令和4年9月26日（月）,suiexcel-3 (55).xls
塩さんま,525,1kg,930,0,470,北海道  他,令和4年9月26日（月）,suiexcel-3 (55).xls
開干さんま,207,1Kg,2160,0,1404,北海道  他,令和4年9月26日（月）,suiexcel-3 (55).xls
開干あじ,1048,1kg,1050,0,600,長崎  他,令和4年9月26日（月）,suiexcel-3 (55).xls
若干かれい,200,1Kg,2160,0,864,島根  他,令和4年9月26日（月）,suiexcel-3 (55).xls
ちりめん,2075,1kg,2300,0,1000,兵庫  他,令和4年9月26日（月）,suiexcel-3 (55).xls
茹たこ,100,1Kg,1944,0,864,ｾﾈｶﾞﾙ  他,令和4年9月26日（月）,suiexcel-3 (55).xls
くろまぐろ,442,1Kg,3618,3618,3618,長崎  他,令和4年9月27日（火）,suiexcel-4 (55).xls
きわだ,619,1Kg,1944,1512,1080,宮城  宮崎  他,令和4年9月27日（火）,suiexcel-4 (55).xls
あじ,1621,1Kg,864,0,756,長崎  三重  他,令和4年9月27日（火）,suiexcel-4 (55).xls
さば,2721,1Kg,486,0,378,富山  鹿児島  他,令和4年9月27日（火）,suiexcel-4 (55).xls
まいわし,3025,1Kg,324,0,216,千葉  愛知  他,令和4年9月27日（火）,suiexcel-4 (55).xls
さんま,30,1Kg,3240,0,2160,北海道  他,令和4年9月27日（火）,suiexcel-4 (55).xls
養成ぶり,298,1Kg,1188,0,1080,高知  熊本  他,令和4年9月27日（火）,suiexcel-4 (55).xls
かつお,2300,1Kg,540,0,324,千葉  京都  他,令和4年9月27日（火）,suiexcel-4 (55).xls
養成まだい,3084,1Kg,1350,0,540,高知  和歌山  他,令和4年9月27日（火）,suiexcel-4 (55).xls
かれい,1823,1Kg,864,0,648,鳥取  石川  他,令和4年9月27日（火）,suiexcel-4 (55).xls
養成はまち,255,1Kg,1890,0,1080,高知  他,令和4年9月27日（火）,suiexcel-4 (55).xls
養成かんぱち,1007,1Kg,2052,0,1728,鹿児島  他,令和4年9月27日（火）,suiexcel-4 (55).xls
するめいか,1220,1Kg,810,0,702,宮城  青森  他,令和4年9月27日（火）,suiexcel-4 (55).xls
さけ,7201,1Kg,1512,0,1296,北海道  三重  他,令和4年9月27日（火）,suiexcel-4 (55).xls
たちうお,606,1Kg,1296,0,1080,徳島  他,令和4年9月27日（火）,suiexcel-4 (55).xls
たこ,64,1Kg,3024,0,1836,宮城  兵庫  他,令和4年9月27日（火）,suiexcel-4 (55).xls
はまぐり,180,1Kg,2916,0,1080,熊本  愛知  他,令和4年9月27日（火）,suiexcel-4 (55).xls
あさり,661,1Kg,1296,0,540,北海道  熊本  他,令和4年9月27日（火）,suiexcel-4 (55).xls
冷凍もんごいか,34,1kg,1400,1400,1400,ﾓﾛｯｺ  他,令和4年9月27日（火）,suiexcel-4 (55).xls
冷凍たこ,10,1Kg,2376,2160,2052,ﾓﾛｯｺ  他,令和4年9月27日（火）,suiexcel-4 (55).xls
冷凍えび,1630,1Kg,2700,2052,1296,ｲﾝﾄﾞ  他,令和4年9月27日（火）,suiexcel-4 (55).xls
塩さば,2898,1kg,1050,0,410,ﾉﾙｳｪｰ  他,令和4年9月27日（火）,suiexcel-4 (55).xls
塩さけ,218,1kg,1200,0,320,ﾛｼｱ  他,令和4年9月27日（火）,suiexcel-4 (55).xls
塩すけそうこ,160,1kg,2250,0,2190,ﾛｼｱ  他,令和4年9月27日（火）,suiexcel-4 (55).xls
塩さんま,300,1kg,470,470,470,北海道  他,令和4年9月27日（火）,suiexcel-4 (55).xls
開干さんま,223,1Kg,2160,0,1404,北海道  他,令和4年9月27日（火）,suiexcel-4 (55).xls
開干あじ,461,1kg,950,0,850,長崎  他,令和4年9月27日（火）,suiexcel-4 (55).xls
若干かれい,116,1Kg,1944,0,864,島根  北海道  他,令和4年9月27日（火）,suiexcel-4 (55).xls
ちりめん,2860,1Kg,2700,0,1620,兵庫  他,令和4年9月27日（火）,suiexcel-4 (55).xls
茹たこ,100,1Kg,1944,0,1404,ｾﾈｶﾞﾙ  他,令和4年9月27日（火）,suiexcel-4 (55).xls
くろまぐろ,450,1Kg,3618,3618,3618,長崎  他,令和4年9月29日（木）,suiexcel-5 (54).xls
きわだ,1111,1Kg,1728,1404,864,沖縄  宮崎  他,令和4年9月29日（木）,suiexcel-5 (54).xls
あじ,2557,1Kg,432,0,324,三重  他,令和4年9月29日（木）,suiexcel-5 (54).xls
さば,2222,1Kg,432,0,324,和歌山  鹿児島  他,令和4年9月29日（木）,suiexcel-5 (54).xls
まいわし,1710,1Kg,378,0,270,千葉  愛知  他,令和4年9月29日（木）,suiexcel-5 (54).xls
さんま,10786,1kg,2500,0,630,北海道  他,令和4年9月29日（木）,suiexcel-5 (54).xls
養成ぶり,334,1Kg,1188,0,1080,高知  熊本  他,令和4年9月29日（木）,suiexcel-5 (54).xls
かつお,1707,1Kg,540,0,324,愛媛  京都  他,令和4年9月29日（木）,suiexcel-5 (54).xls
養成まだい,4274,1Kg,1350,0,540,高知  和歌山  他,令和4年9月29日（木）,suiexcel-5 (54).xls
かれい,411,1kg,800,0,500,石川  他,令和4年9月29日（木）,suiexcel-5 (54).xls
養成はまち,356,1kg,1750,0,1500,高知  他,令和4年9月29日（木）,suiexcel-5 (54).xls
養成かんぱち,1270,1Kg,2052,0,1728,鹿児島  他,令和4年9月29日（木）,suiexcel-5 (54).xls
するめいか,2050,1Kg,824,0,756,宮城  青森  他,令和4年9月29日（木）,suiexcel-5 (54).xls
さけ,5931,1Kg,1404,0,1188,北海道  三重  他,令和4年9月29日（木）,suiexcel-5 (54).xls
たちうお,921,1Kg,1404,0,1188,徳島  他,令和4年9月29日（木）,suiexcel-5 (54).xls
たこ,133,1kg,3900,0,1400,宮城  兵庫  他,令和4年9月29日（木）,suiexcel-5 (54).xls
はまぐり,200,1Kg,2376,0,1080,千葉  愛知  他,令和4年9月29日（木）,suiexcel-5 (54).xls
あさり,895,1Kg,1296,0,486,北海道  熊本  他,令和4年9月29日（木）,suiexcel-5 (54).xls
冷凍もんごいか,10,1Kg,972,918,840,ﾓﾛｯｺ  他,令和4年9月29日（木）,suiexcel-5 (54).xls
冷凍たこ,22,1kg,1200,1200,1200,ﾓｰﾘﾀﾆｱ  ﾓﾛｯｺ  他,令和4年9月29日（木）,suiexcel-5 (54).xls
冷凍えび,1378,1Kg,2700,2052,1296,ｲﾝﾄﾞ  他,令和4年9月29日（木）,suiexcel-5 (54).xls
塩さば,1596,1Kg,648,540,432,ﾉﾙｳｪｰ  他,令和4年9月29日（木）,suiexcel-5 (54).xls
塩さけ,2643,1kg,1700,0,400,ﾛｼｱ  他,令和4年9月29日（木）,suiexcel-5 (54).xls
塩すけそうこ,280,1kg,2400,0,1350,ﾛｼｱ  他,令和4年9月29日（木）,suiexcel-5 (54).xls
塩さんま,0,0,0,0,0,,令和4年9月29日（木）,suiexcel-5 (54).xls
開干さんま,150,1Kg,2160,0,1404,北海道  他,令和4年9月29日（木）,suiexcel-5 (54).xls
開干あじ,449,1kg,1000,0,850,長崎  他,令和4年9月29日（木）,suiexcel-5 (54).xls
若干かれい,213,1Kg,1944,0,864,兵庫  北海道  他,令和4年9月29日（木）,suiexcel-5 (54).xls
ちりめん,5400,1Kg,1944,0,864,兵庫  他,令和4年9月29日（木）,suiexcel-5 (54).xls
茹たこ,50,1Kg,1944,0,864,ｾﾈｶﾞﾙ  他,令和4年9月29日（木）,suiexcel-5 (54).xls
くろまぐろ,520,1kg,3564,3564,3564,和歌山  長崎  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
きわだ,458,1kg,2550,0,2000,宮城  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
あじ,269,1kg,4200,0,380,三重  宮城  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
さば,1085,1kg,540,0,432,富山  鹿児島  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
まいわし,912,1kg,800,0,120,愛知  北海道  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
さんま,2246,1kg,2750,0,750,北海道  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
養成ぶり,223,1kg,1188,0,1080,高知  熊本  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
かつお,2250,1kg,648,0,432,鹿児島  京都  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
養成まだい,3888,1kg,1180,0,500,高知  和歌山  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
かれい,2496,1kg,1080,0,864,兵庫  石川  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
養成はまち,511,1kg,1720,0,1480,高知  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
養成かんぱち,1238,1kg,2330,0,1550,鹿児島  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
するめいか,665,1kg,756,0,648,宮城  青森  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
さけ,3685,1kg,1944,0,1728,北海道  三重  他,令和4年9月12日（月）,suiexcel-6 (4).xlsx
